x;y;z;time
3,64; -5,64; -1,03; 746945592
3,33; -5,25; -1,00; 746945614
3,02; -4,87; -1,26; 746945632
2,53; -4,40; -1,41; 746945656
2,15; -4,34; -1,11; 746945674
2,12; -4,37; -0,56; 746945702
2,36; -4,42; -0,52; 746945711
2,77; -4,93; -0,65; 746945743
2,91; -5,01; -0,74; 746945752
2,95; -4,93; -0,80; 746945781
2,78; -4,67; -0,62; 746945792
3,30; -4,66; 0,17; 746945815
4,42; -4,89; 0,42; 746945831
5,95; -5,15; -0,29; 746945857
6,46; -5,26; -0,56; 746945873
8,35; -6,44; -0,49; 746945899
9,78; -6,78; -0,74; 746945913
12,21; -7,49; -1,65; 746945942
12,00; -7,63; -1,57; 746945953
12,78; -8,15; -0,59; 746945980
14,29; -8,39; -0,47; 746945992
16,97; -9,10; -0,88; 746946014
16,40; -9,45; -0,59; 746946032
15,29; -9,63; -0,07; 746946056
15,42; -9,63; 0,28; 746946072
15,39; -9,15; 1,17; 746946099
15,43; -8,64; 1,63; 746946113
16,71; -7,58; 0,78; 746946142
16,44; -6,98; 0,09; 746946152
14,83; -5,80; -0,44; 746946181
14,55; -5,38; -0,22; 746946193
14,57; -4,58; 0,64; 746946215
14,36; -3,73; 1,16; 746946232
13,65; -2,67; 1,30; 746946256
13,31; -2,01; 1,31; 746946272
12,49; -1,23; 1,48; 746946300
12,21; -1,05; 1,81; 746946314
12,13; -0,85; 2,43; 746946340
12,21; -0,86; 2,60; 746946353
12,77; -1,13; 2,35; 746946382
12,83; -1,38; 1,95; 746946393
12,51; -1,85; 1,50; 746946414
12,41; -2,18; 1,65; 746946432
12,91; -3,12; 2,02; 746946455
13,70; -3,84; 2,10; 746946472
14,94; -4,89; 1,66; 746946499
15,06; -5,31; 1,47; 746946511
15,84; -6,45; 0,97; 746946541
16,14; -7,09; 0,52; 746946553
15,52; -7,93; 0,06; 746946582
15,18; -8,19; 0,01; 746946591
14,99; -8,77; -0,28; 746946615
14,82; -9,25; -0,75; 746946631
14,54; -9,46; -1,15; 746946657
14,20; -9,13; -1,67; 746946672
12,97; -8,41; -2,31; 746946699
12,62; -8,18; -2,18; 746946712
12,25; -7,67; -2,19; 746946742
12,14; -7,49; -2,29; 746946753
11,08; -7,02; -2,61; 746946781
10,59; -6,70; -2,56; 746946794
10,14; -6,25; -2,24; 746946814
9,95; -6,09; -2,14; 746946832
9,02; -5,76; -1,89; 746946857
8,28; -5,81; -1,78; 746946873
6,80; -5,79; -1,72; 746946905
6,08; -5,79; -1,69; 746946912
4,91; -5,80; -1,56; 746946941
4,41; -5,79; -1,46; 746946953
3,35; -5,64; -1,30; 746946982
2,90; -5,51; -1,33; 746946993
2,38; -5,25; -1,59; 746947014
2,23; -5,05; -1,81; 746947032
2,61; -4,71; -2,45; 746947056
2,50; -4,28; -2,56; 746947072
2,19; -3,79; -1,51; 746947099
2,32; -3,89; -1,04; 746947112
3,46; -4,27; -0,42; 746947141
4,14; -4,53; -0,62; 746947153
4,68; -4,98; -1,32; 746947183
4,91; -5,29; -1,21; 746947192
6,23; -6,28; -0,80; 746947214
8,00; -7,22; -0,35; 746947234
10,67; -7,90; -0,41; 746947256
11,59; -7,95; -0,86; 746947272
12,77; -7,78; -1,57; 746947300
14,03; -8,46; -1,64; 746947315
15,16; -9,54; -0,86; 746947339
14,79; -9,58; -0,38; 746947354
15,30; -9,79; 0,37; 746947382
15,91; -9,67; 0,48; 746947393
16,95; -9,45; 0,55; 746947414
17,06; -9,37; 0,61; 746947432
16,14; -8,98; 0,41; 746947456
15,82; -8,63; 0,39; 746947472
15,03; -7,49; -0,27; 746947500
15,11; -6,74; -0,87; 746947513
15,86; -5,31; -0,41; 746947542
15,31; -4,48; -0,13; 746947553
13,93; -3,23; 0,13; 746947583
13,67; -2,87; 0,13; 746947593
13,37; -2,51; 0,01; 746947615
12,78; -1,99; 0,04; 746947631
12,61; -1,64; 0,19; 746947657
12,60; -1,61; 0,40; 746947672
12,28; -1,60; 0,70; 746947700
11,93; -1,84; 0,72; 746947712
10,97; -2,61; 1,53; 746947741
10,78; -2,80; 2,06; 746947754
11,26; -3,08; 2,11; 746947783
11,55; -3,06; 1,72; 746947794
11,87; -3,20; 0,81; 746947814
12,29; -3,68; 0,50; 746947832
13,66; -4,70; 0,33; 746947857
14,43; -5,38; 0,15; 746947872
15,06; -6,35; -0,37; 746947900
14,98; -6,63; -0,57; 746947912
14,67; -7,50; -0,46; 746947941
14,77; -8,02; -0,39; 746947953
15,39; -9,36; -0,98; 746947981
15,41; -9,75; -1,23; 746947995
15,69; -10,37; -1,68; 746948014
16,04; -10,59; -2,30; 746948032
15,35; -10,48; -2,98; 746948057
14,54; -10,20; -2,80; 746948071
14,01; -10,08; -2,21; 746948100
13,56; -10,00; -2,17; 746948113
12,11; -10,05; -1,84; 746948143
11,32; -9,94; -1,66; 746948155
8,55; -9,70; -1,54; 746948180
7,31; -9,49; -1,55; 746948194
5,05; -8,88; -1,94; 746948214
3,83; -8,19; -2,42; 746948232
3,05; -7,41; -2,74; 746948256
2,90; -7,08; -2,63; 746948272
2,95; -7,10; -2,08; 746948300
2,76; -7,10; -1,91; 746948311
1,93; -6,66; -1,50; 746948342
1,67; -6,39; -1,45; 746948353
1,43; -6,26; -2,00; 746948382
1,30; -6,17; -2,08; 746948395
1,05; -5,72; -1,58; 746948416
1,47; -5,63; -0,91; 746948432
3,15; -5,97; -0,96; 746948457
4,27; -6,35; -1,77; 746948472
6,21; -7,04; -2,55; 746948499
7,25; -7,45; -2,70; 746948512
8,82; -8,52; -2,43; 746948539
9,52; -9,09; -1,82; 746948552
11,65; -10,26; -0,64; 746948583
12,75; -10,90; -0,55; 746948591
13,65; -11,32; -0,34; 746948615
14,35; -11,45; -0,33; 746948631
16,17; -11,40; -0,76; 746948656
17,11; -11,24; -1,41; 746948672
17,13; -10,78; -1,49; 746948699
16,97; -10,69; -1,02; 746948711
16,99; -9,58; 0,11; 746948741
17,22; -8,87; 0,24; 746948754
17,15; -7,05; -0,65; 746948782
16,66; -6,32; -0,77; 746948791
15,44; -4,76; -0,71; 746948814
14,68; -3,65; -0,12; 746948833
13,88; -1,97; 1,06; 746948857
13,67; -1,04; 1,62; 746948872
13,84; -0,17; 1,34; 746948900
14,16; -0,03; 0,74; 746948912
13,94; 0,07; -0,62; 746948942
13,92; -0,08; -0,90; 746948953
14,84; -0,81; -0,70; 746948981
15,21; -1,08; -0,18; 746948992
15,64; -2,20; 0,73; 746949018
15,90; -3,16; 1,34; 746949031
15,74; -4,23; 1,36; 746949057
15,21; -4,88; 1,00; 746949072
14,43; -6,16; 0,88; 746949099
14,47; -6,86; 0,96; 746949114
15,17; -8,26; 0,66; 746949140
15,38; -8,72; 0,24; 746949154
15,41; -9,23; -0,98; 746949182
15,35; -9,25; -1,46; 746949195
15,64; -9,30; -2,23; 746949214
15,92; -9,53; -3,07; 746949232
15,77; -9,74; -3,89; 746949256
15,62; -9,84; -3,85; 746949270
15,32; -9,62; -3,37; 746949299
14,81; -9,49; -3,23; 746949313
13,46; -9,14; -3,10; 746949338
12,85; -9,05; -2,86; 746949352
11,72; -9,30; -3,17; 746949382
10,82; -9,28; -3,40; 746949392
8,21; -8,94; -3,22; 746949415
6,25; -8,40; -2,46; 746949433
4,77; -7,51; -1,36; 746949457
4,14; -7,05; -1,02; 746949472
3,14; -6,49; -1,26; 746949499
2,85; -6,31; -1,55; 746949513
2,39; -6,12; -1,86; 746949543
2,19; -6,06; -1,75; 746949554
1,19; -5,70; -1,40; 746949581
0,92; -5,51; -1,26; 746949593
0,72; -5,42; -1,39; 746949616
0,78; -5,51; -1,64; 746949631
1,17; -5,31; -1,43; 746949657
1,71; -5,18; -0,87; 746949672
2,90; -5,18; -0,39; 746949700
3,97; -5,47; -0,41; 746949712
6,67; -6,54; -0,97; 746949739
7,57; -6,90; -1,16; 746949752
8,87; -7,35; -0,91; 746949783
9,70; -7,95; -0,86; 746949792
12,13; -8,85; -1,25; 746949816
13,56; -9,30; -1,97; 746949832
13,63; -9,30; -1,72; 746949859
14,36; -9,74; -0,54; 746949871
17,31; -9,89; -0,39; 746949900
18,44; -10,12; -1,00; 746949914
18,02; -9,71; -1,29; 746949941
17,60; -9,59; -0,87; 746949955
17,40; -8,65; 0,63; 746949982
17,69; -8,25; 1,00; 746949991
18,03; -7,01; 1,21; 746950014
17,60; -5,86; 1,02; 746950033
16,90; -4,37; -0,05; 746950058
15,83; -3,54; -0,68; 746950071
13,58; -2,47; -1,68; 746950100
12,99; -1,92; -1,67; 746950113
12,11; -1,11; -0,45; 746950139
11,96; -0,96; 0,03; 746950153
11,70; -1,19; 0,37; 746950182
11,79; -1,23; 0,34; 746950192
12,11; -1,64; 0,05; 746950214
12,42; -2,17; -0,26; 746950231
12,72; -2,67; 0,17; 746950257
12,56; -2,16; 0,66; 746950272
12,10; -1,50; 1,21; 746950300
12,03; -1,71; 1,48; 746950313
12,38; -2,59; 2,07; 746950341
12,81; -3,17; 2,14; 746950353
13,67; -4,36; 1,56; 746950382
14,13; -4,72; 1,36; 746950392
15,27; -5,68; 0,72; 746950415
16,19; -6,59; 0,25; 746950433
17,00; -7,53; -0,79; 746950456
17,12; -7,92; -1,64; 746950471
16,07; -8,22; -1,91; 746950500
16,00; -8,53; -1,54; 746950514
15,60; -8,98; -1,66; 746950539
15,10; -9,20; -1,67; 746950553
14,47; -9,42; -2,02; 746950582
14,26; -9,37; -2,22; 746950591
13,54; -8,75; -2,22; 746950614
13,30; -8,20; -2,14; 746950634
12,66; -7,64; -1,90; 746950656
12,23; -7,30; -1,91; 746950672
11,49; -6,82; -2,10; 746950699
10,96; -6,58; -1,99; 746950711
9,85; -5,85; -1,57; 746950742
9,44; -5,66; -1,36; 746950755
8,59; -5,32; -1,23; 746950781
8,23; -5,28; -1,52; 746950792
6,81; -5,41; -1,66; 746950816
5,22; -5,27; -1,27; 746950832
3,51; -4,54; -0,70; 746950859
2,98; -4,21; -0,67; 746950873
2,01; -3,69; -0,97; 746950899
1,60; -3,37; -1,15; 746950912
1,36; -2,70; -1,43; 746950941
1,32; -2,30; -1,44; 746950955
1,09; -2,27; -1,19; 746950982
0,99; -2,38; -1,07; 746950993
1,53; -2,79; -1,05; 746951014
2,37; -3,21; -1,73; 746951035
3,28; -3,93; -2,62; 746951056
3,70; -4,39; -2,65; 746951072
4,54; -5,65; -1,62; 746951099
5,11; -6,36; -1,21; 746951112
6,87; -7,47; -0,64; 746951139
7,67; -7,94; -0,32; 746951154
10,06; -8,81; 0,13; 746951181
11,72; -9,07; -0,16; 746951198
14,26; -9,54; -1,33; 746951213
13,18; -9,29; -0,69; 746951233
14,22; -9,93; 0,75; 746951257
16,70; -10,53; 0,53; 746951271
19,34; -11,04; -1,39; 746951299
19,00; -11,15; -2,35; 746951315
17,68; -11,41; -3,20; 746951342
17,34; -11,27; -2,98; 746951355
17,29; -10,49; -1,39; 746951381
17,68; -10,01; -0,81; 746951391
17,69; -8,55; -0,17; 746951415
17,60; -7,33; -0,44; 746951431
17,00; -5,61; -1,04; 746951456
15,99; -4,92; -1,33; 746951472
14,34; -3,79; -1,34; 746951499
13,76; -3,39; -1,12; 746951513
12,90; -3,21; 0,00; 746951540
12,29; -2,97; 0,59; 746951553
11,12; -2,44; 1,36; 746951581
10,88; -2,37; 1,75; 746951591
10,80; -2,04; 2,69; 746951614
10,93; -1,67; 2,82; 746951631
10,71; -1,09; 1,79; 746951656
10,44; -0,99; 1,36; 746951672
10,14; -1,15; 1,75; 746951700
10,42; -1,26; 2,12; 746951712
11,66; -1,68; 2,09; 746951740
12,18; -2,03; 1,67; 746951753
12,60; -2,93; 0,85; 746951781
12,86; -3,47; 0,57; 746951791
13,67; -4,70; 0,07; 746951814
14,21; -5,47; -0,07; 746951832
14,92; -6,59; -0,24; 746951857
14,79; -7,25; -0,16; 746951872
14,15; -8,26; 0,33; 746951900
14,04; -8,73; 0,37; 746951912
14,21; -10,12; -0,01; 746951939
13,87; -10,74; -0,41; 746951953
10,74; -11,61; -1,54; 746951982
9,32; -11,63; -1,97; 746951992
7,44; -11,27; -2,77; 746952013
7,88; -11,23; -3,30; 746952032
9,43; -11,38; -3,70; 746952057
8,22; -11,01; -3,87; 746952072
7,23; -11,43; -4,00; 746952098
7,28; -11,59; -3,92; 746952112
4,98; -10,70; -3,93; 746952141
3,25; -9,97; -4,15; 746952154
1,23; -7,86; -3,67; 746952180
1,71; -6,95; -3,17; 746952192
4,43; -4,69; -1,47; 746952214
7,28; -3,10; 0,43; 746952231
10,75; -1,95; 1,47; 746952256
11,71; -1,29; 1,02; 746952271
11,26; -0,71; -0,17; 746952299
10,74; -0,66; -0,14; 746952311
9,40; -0,93; 0,85; 746952338
9,16; -0,99; 1,59; 746952353
9,58; -0,71; 2,36; 746952384
9,90; -0,56; 2,25; 746952392
10,29; -0,45; 1,79; 746952414
10,50; -0,38; 1,46; 746952432
10,27; -0,19; 1,53; 746952456
9,83; -0,37; 1,78; 746952472
9,27; -1,05; 2,44; 746952499
9,10; -1,35; 2,80; 746952512
8,81; -1,74; 3,95; 746952544
9,12; -1,99; 4,62; 746952552
9,04; -2,05; 5,61; 746952581
8,81; -1,91; 5,84; 746952592
8,80; -1,58; 6,17; 746952614
8,34; -1,14; 6,05; 746952631
8,11; -0,97; 6,38; 746952656
7,36; -1,11; 6,48; 746952671
6,35; -1,37; 6,91; 746952699
6,50; -1,44; 7,29; 746952712
6,19; -1,44; 7,60; 746952741
6,25; -1,61; 7,70; 746952752
6,19; -1,77; 7,83; 746952782
6,31; -1,86; 7,61; 746952792
6,37; -1,98; 7,31; 746952813
6,56; -1,95; 7,45; 746952832
6,37; -1,77; 7,76; 746952856
6,35; -1,70; 7,76; 746952873
6,31; -1,54; 7,89; 746952901
6,06; -1,56; 7,92; 746952912
5,68; -1,59; 7,61; 746952939
5,72; -1,57; 7,43; 746952952
5,96; -1,45; 7,56; 746952981
6,11; -1,45; 7,59; 746952991
6,26; -1,40; 7,44; 746953014
6,47; -1,38; 7,37; 746953032
6,47; -1,39; 7,50; 746953056
6,66; -1,42; 7,72; 746953075
6,55; -1,35; 7,63; 746953098
6,50; -1,38; 7,58; 746953111
6,40; -1,55; 7,70; 746953139
6,25; -1,55; 7,66; 746953152
6,04; -1,52; 7,35; 746953181
6,04; -1,49; 7,36; 746953191
6,12; -1,53; 7,34; 746953213
6,14; -1,54; 7,34; 746953231
6,24; -1,56; 7,32; 746953256
6,18; -1,52; 7,42; 746953271
6,07; -1,46; 7,57; 746953299
6,03; -1,43; 7,54; 746953311
6,06; -1,44; 7,76; 746953339
6,08; -1,48; 7,85; 746953352
6,38; -1,45; 7,89; 746953383
6,45; -1,41; 7,79; 746953392
6,44; -1,35; 7,68; 746953413
6,52; -1,30; 7,63; 746953431
6,32; -1,24; 7,63; 746953456
6,23; -1,36; 7,81; 746953471
6,10; -1,39; 7,82; 746953499
6,07; -1,40; 7,84; 746953511
6,98; -0,78; 4,90; 746953546
7,56; -1,31; 5,20; 746953552
6,39; -2,03; 8,64; 746953581
6,15; -1,67; 8,27; 746953592
6,23; -1,25; 7,39; 746953614
