x;y;z;time
9,19; -0,96; -3,38; 2716607051
9,20; -0,94; -3,27; 2716607072
9,17; -0,93; -3,32; 2716607092
9,22; -1,05; -3,39; 2716607111
9,29; -1,18; -3,33; 2716607133
9,36; -1,24; -3,28; 2716607149
9,50; -1,31; -3,42; 2716607168
9,48; -1,47; -3,69; 2716607189
9,31; -1,52; -3,62; 2716607209
9,04; -1,55; -3,13; 2716607228
9,00; -1,55; -3,04; 2716607251
9,16; -1,56; -3,21; 2716607267
9,32; -1,44; -3,27; 2716607284
9,35; -1,31; -3,22; 2716607307
9,19; -1,24; -3,15; 2716607326
8,93; -1,21; -3,04; 2716607345
8,82; -1,15; -3,05; 2716607363
8,83; -1,07; -3,08; 2716607385
8,90; -1,01; -3,05; 2716607403
9,01; -0,97; -3,03; 2716607423
9,07; -0,91; -3,06; 2716607439
9,04; -0,87; -3,02; 2716607461
8,90; -0,84; -3,10; 2716607484
8,76; -0,99; -3,56; 2716607501
8,59; -1,26; -3,88; 2716607518
8,20; -1,45; -3,62; 2716607539
8,11; -1,30; -3,16; 2716607556
8,76; -1,01; -2,89; 2716607578
10,17; -0,97; -2,67; 2716607595
11,49; -1,05; -2,43; 2716607620
11,95; -0,39; -2,46; 2716607635
11,63; 0,67; -2,26; 2716607654
10,92; 1,09; -1,65; 2716607674
10,10; 0,66; -1,85; 2716607694
9,48; -0,19; -2,15; 2716607712
9,03; -0,89; -2,14; 2716607732
8,76; -1,23; -1,78; 2716607752
8,86; -1,36; -1,65; 2716607773
9,20; -1,46; -1,89; 2716607791
9,48; -1,35; -2,23; 2716607810
9,64; -1,10; -2,16; 2716607829
9,69; -0,77; -2,05; 2716607853
9,57; -0,46; -2,07; 2716607869
9,36; -0,43; -2,07; 2716607887
9,11; -0,58; -2,09; 2716607906
8,93; -0,70; -2,05; 2716607926
8,86; -0,69; -1,96; 2716607945
9,01; -0,62; -1,76; 2716607968
9,24; -0,49; -1,77; 2716607984
9,54; -0,32; -1,97; 2716608004
9,86; -0,08; -2,17; 2716608023
10,07; 0,10; -1,99; 2716608043
10,38; 0,06; -1,67; 2716608060
10,87; 0,04; -1,15; 2716608084
11,26; 0,10; -1,07; 2716608102
11,89; -0,12; -3,43; 2716608119
13,30; -2,51; -3,47; 2716608140
12,55; -3,53; -3,27; 2716608159
11,03; -2,11; -3,27; 2716608179
9,43; -1,05; -3,76; 2716608203
7,96; -0,70; -4,31; 2716608218
7,52; -0,60; -4,59; 2716608235
7,60; -0,86; -5,25; 2716608255
7,85; -0,94; -5,34; 2716608275
7,91; -0,81; -4,84; 2716608295
8,05; -0,84; -4,40; 2716608314
8,45; -1,28; -4,07; 2716608334
8,94; -1,86; -4,14; 2716608354
9,24; -2,33; -3,68; 2716608370
9,12; -2,20; -3,47; 2716608392
8,88; -1,83; -3,27; 2716608412
8,57; -1,40; -2,94; 2716608431
8,45; -0,94; -2,74; 2716608453
8,35; -0,52; -2,72; 2716608469
8,36; -0,24; -2,71; 2716608489
8,67; -0,33; -2,69; 2716608508
9,30; -0,41; -2,92; 2716608528
9,84; -0,58; -2,84; 2716608548
9,74; -0,77; -2,75; 2716608567
9,17; -0,91; -2,22; 2716608585
8,98; -0,66; -1,92; 2716608606
9,05; -0,43; -1,91; 2716608624
9,14; -0,54; -2,04; 2716608645
8,97; -1,04; -2,13; 2716608664
9,11; -1,46; -2,13; 2716608685
9,70; -1,76; -2,34; 2716608703
10,24; -2,05; -2,47; 2716608721
10,34; -2,02; -2,43; 2716608741
10,14; -1,90; -1,99; 2716608761
9,75; -1,96; -1,17; 2716608780
9,41; -2,19; -0,29; 2716608798
9,42; -2,78; -0,39; 2716608819
10,97; -2,66; -1,87; 2716608839
12,80; -0,49; -3,00; 2716608857
13,74; 0,32; -5,18; 2716608876
11,68; -0,94; -5,49; 2716608894
8,86; -1,59; -4,51; 2716608916
6,82; -1,11; -4,81; 2716608936
5,45; -0,79; -4,28; 2716608955
4,74; -0,70; -3,28; 2716608974
5,63; -0,31; -2,62; 2716608994
8,38; 0,66; -2,98; 2716609013
12,28; 1,82; -3,64; 2716609031
14,57; 2,13; -3,85; 2716609052
12,74; 1,44; -3,39; 2716609072
9,56; 0,61; -2,83; 2716609087
8,07; -0,21; -3,13; 2716609107
7,96; -1,02; -3,76; 2716609128
8,33; -1,53; -3,90; 2716609147
8,54; -1,71; -3,74; 2716609168
8,64; -1,64; -3,20; 2716609186
8,52; -1,56; -2,52; 2716609205
8,49; -1,19; -2,06; 2716609225
9,15; -0,55; -2,02; 2716609245
9,98; 0,00; -2,58; 2716609264
10,38; 0,06; -2,73; 2716609286
10,12; -0,10; -2,24; 2716609302
9,61; 0,06; -1,75; 2716609324
9,24; 0,32; -1,67; 2716609343
8,90; 0,10; -2,00; 2716609362
8,64; -0,54; -2,39; 2716609381
8,75; -1,10; -2,36; 2716609404
9,63; -1,41; -1,77; 2716609421
11,00; -1,05; -1,09; 2716609439
12,01; -0,36; -2,87; 2716609459
13,77; -1,94; -3,94; 2716609478
12,72; -2,40; -5,54; 2716609496
11,12; -2,18; -5,02; 2716609516
9,96; -1,89; -5,02; 2716609535
8,46; -0,85; -4,43; 2716609556
7,26; 0,14; -4,35; 2716609576
6,95; -0,12; -4,72; 2716609594
7,01; -0,87; -4,39; 2716609614
7,54; -1,51; -4,28; 2716609632
8,42; -1,89; -4,69; 2716609653
8,95; -2,05; -4,92; 2716609672
8,88; -1,86; -4,31; 2716609690
8,41; -1,67; -3,36; 2716609711
8,36; -1,67; -3,44; 2716609731
8,60; -1,63; -3,69; 2716609749
8,71; -1,66; -3,87; 2716609769
8,82; -1,54; -3,75; 2716609788
8,67; -1,28; -3,53; 2716609808
8,42; -1,02; -3,04; 2716609828
8,36; -0,77; -2,74; 2716609846
8,76; -0,40; -2,56; 2716609865
9,11; 0,04; -2,46; 2716609888
9,17; 0,10; -2,44; 2716609907
9,29; -0,31; -2,50; 2716609925
9,36; -0,89; -2,60; 2716609943
9,41; -1,19; -2,55; 2716609964
9,42; -1,22; -2,40; 2716609983
9,39; -1,15; -2,20; 2716610002
9,36; -0,87; -2,14; 2716610021
9,30; -0,54; -2,27; 2716610042
9,33; -0,30; -2,30; 2716610060
9,47; -0,34; -1,83; 2716610080
9,65; -0,81; -1,28; 2716610100
9,87; -1,68; -0,90; 2716610122
10,15; -2,53; -1,55; 2716610139
11,98; -1,48; -2,85; 2716610156
13,11; 0,94; -3,44; 2716610178
12,68; 1,28; -4,80; 2716610196
10,49; 0,01; -4,45; 2716610216
7,64; -0,69; -3,97; 2716610239
6,05; -0,49; -4,72; 2716610254
4,78; -0,72; -4,04; 2716610273
5,15; -0,60; -2,93; 2716610293
7,95; 0,25; -3,10; 2716610313
12,09; 0,75; -4,49; 2716610332
15,02; 0,97; -5,24; 2716610350
12,91; 0,42; -3,90; 2716610371
9,44; 0,39; -2,85; 2716610390
7,34; 0,27; -2,51; 2716610408
7,02; -0,03; -2,60; 2716610429
7,70; -0,39; -3,18; 2716610448
8,51; -0,68; -3,79; 2716610471
9,12; -0,98; -3,94; 2716610487
9,27; -1,28; -3,51; 2716610507
8,90; -1,43; -2,83; 2716610524
8,66; -1,16; -2,41; 2716610544
8,84; -0,64; -2,20; 2716610565
9,33; -0,14; -2,32; 2716610585
9,67; -0,04; -2,39; 2716610606
9,56; -0,56; -2,04; 2716610623
9,22; -0,68; -2,10; 2716610641
8,68; -0,21; -1,89; 2716610662
8,38; 0,21; -1,72; 2716610681
8,75; 0,14; -1,80; 2716610701
9,85; -0,42; -1,99; 2716610723
11,35; -0,96; -1,66; 2716610739
12,52; -0,84; -1,15; 2716610759
12,57; -0,55; -2,45; 2716610778
13,93; -2,28; -3,75; 2716610796
12,92; -3,58; -5,03; 2716610816
10,42; -3,02; -4,48; 2716610839
8,52; -1,43; -3,75; 2716610856
7,16; -0,40; -3,59; 2716610874
6,50; -0,04; -3,90; 2716610894
6,84; -0,70; -4,24; 2716610912
7,47; -1,03; -4,46; 2716610932
8,52; -1,34; -4,50; 2716610954
10,14; -1,68; -4,97; 2716610970
10,98; -1,82; -4,90; 2716610989
9,82; -1,48; -3,66; 2716611008
8,35; -1,20; -2,98; 2716611029
7,77; -1,53; -3,03; 2716611049
7,99; -1,73; -3,07; 2716611067
8,71; -1,43; -3,49; 2716611091
9,27; -0,76; -3,78; 2716611106
9,34; -0,11; -3,42; 2716611126
8,85; 0,03; -2,76; 2716611147
8,48; -0,18; -2,24; 2716611165
8,48; -0,55; -2,12; 2716611185
8,88; -1,05; -2,25; 2716611208
9,36; -1,47; -2,36; 2716611225
9,51; -1,67; -2,45; 2716611245
9,49; -1,60; -2,46; 2716611263
9,36; -1,47; -2,43; 2716611283
9,22; -1,47; -2,28; 2716611301
9,18; -1,68; -2,29; 2716611324
9,24; -1,80; -2,14; 2716611341
9,20; -1,69; -2,11; 2716611359
9,21; -1,48; -2,06; 2716611380
9,38; -1,48; -1,49; 2716611400
9,61; -1,95; -1,15; 2716611418
10,13; -2,83; -1,35; 2716611438
11,16; -3,46; -2,20; 2716611457
12,59; -1,72; -2,61; 2716611476
12,88; 0,86; -3,83; 2716611495
13,03; 2,82; -3,98; 2716611516
10,73; 1,51; -3,54; 2716611535
8,11; -0,88; -3,91; 2716611558
6,59; -1,55; -4,96; 2716611575
5,70; -0,84; -4,66; 2716611593
5,84; 0,45; -3,33; 2716611612
8,07; 1,91; -2,57; 2716611632
11,42; 2,45; -3,87; 2716611651
13,38; 1,68; -4,30; 2716611670
11,84; 0,44; -3,41; 2716611690
9,36; -0,01; -2,76; 2716611711
7,83; -0,29; -2,58; 2716611727
7,52; -0,70; -2,66; 2716611748
7,87; -0,90; -2,91; 2716611767
8,39; -1,06; -2,95; 2716611788
8,88; -1,16; -3,42; 2716611809
9,07; -1,43; -3,39; 2716611825
9,23; -1,32; -3,24; 2716611845
9,22; -0,92; -2,77; 2716611865
9,38; -0,32; -2,22; 2716611884
9,76; -0,19; -2,17; 2716611902
9,88; -0,71; -2,14; 2716611925
9,65; -1,14; -2,10; 2716611942
8,97; -1,27; -1,78; 2716611961
8,05; -0,94; -1,65; 2716611981
7,43; -0,67; -1,86; 2716612001
7,79; -0,64; -1,98; 2716612020
9,02; -0,68; -1,95; 2716612042
10,77; -0,49; -1,76; 2716612059
12,31; -0,04; -1,15; 2716612076
12,78; 0,66; -0,57; 2716612099
12,78; 0,36; -2,81; 2716612116
13,96; -2,47; -3,23; 2716612134
12,45; -4,04; -4,70; 2716612156
11,36; -3,34; -5,14; 2716612176
9,93; -2,65; -4,60; 2716612195
7,91; -1,34; -3,93; 2716612214
6,79; -0,19; -3,88; 2716612233
6,80; 0,02; -4,56; 2716612253
7,15; -0,67; -4,97; 2716612270
7,46; -1,21; -4,82; 2716612291
8,06; -1,35; -4,62; 2716612311
8,49; -1,23; -4,08; 2716612329
8,85; -0,94; -3,44; 2716612349
9,01; -0,65; -3,15; 2716612369
9,07; -0,86; -3,22; 2716612388
9,05; -1,25; -3,39; 2716612405
8,97; -1,47; -3,20; 2716612428
8,90; -1,28; -3,34; 2716612446
8,75; -1,02; -3,68; 2716612465
8,48; -0,78; -3,50; 2716612491
8,36; -0,67; -2,99; 2716612503
8,70; -0,56; -2,59; 2716612524
9,27; -0,52; -2,28; 2716612544
9,72; -0,47; -1,96; 2716612562
9,64; -0,40; -1,92; 2716612582
9,50; -0,39; -1,93; 2716612602
9,49; -0,66; -2,05; 2716612621
9,53; -1,12; -2,13; 2716612643
9,54; -1,64; -2,24; 2716612660
9,51; -1,89; -2,34; 2716612678
9,44; -1,72; -2,28; 2716612699
9,51; -1,44; -2,13; 2716612716
9,53; -1,20; -1,93; 2716612738
9,47; -1,19; -1,43; 2716612760
9,54; -1,52; -1,03; 2716612777
9,44; -2,24; -1,17; 2716612795
9,90; -2,62; -1,90; 2716612815
10,50; -1,78; -2,83; 2716612835
11,06; -0,04; -4,07; 2716612854
11,72; 1,47; -4,53; 2716612877
10,80; 1,21; -4,59; 2716612894
9,35; -0,62; -4,85; 2716612913
7,64; -1,89; -4,46; 2716612931
6,23; -2,30; -4,33; 2716612951
5,25; -1,37; -4,71; 2716612970
6,11; 0,19; -4,50; 2716612989
8,73; 1,37; -4,39; 2716613009
12,77; 2,15; -4,26; 2716613028
15,64; 1,52; -5,56; 2716613046
13,82; -0,22; -4,81; 2716613068
9,97; -0,45; -4,17; 2716613087
7,87; -0,34; -3,97; 2716613106
7,05; -0,37; -3,97; 2716613124
6,91; -0,67; -4,05; 2716613145
7,16; -1,39; -4,12; 2716613163
7,70; -2,26; -4,25; 2716613184
8,53; -2,52; -4,32; 2716613204
9,28; -2,09; -4,36; 2716613222
9,74; -1,56; -4,32; 2716613242
9,73; -1,54; -4,17; 2716613261
9,48; -1,29; -3,76; 2716613280
9,32; -0,69; -3,48; 2716613301
9,33; -0,54; -3,57; 2716613320
9,38; -0,83; -3,46; 2716613339
9,19; -0,93; -2,99; 2716613358
8,91; -0,80; -2,79; 2716613377
9,01; -0,69; -3,04; 2716613396
9,36; -0,59; -3,45; 2716613417
9,62; -0,55; -3,35; 2716613436
9,32; -0,31; -2,56; 2716613455
8,60; -0,29; -1,72; 2716613478
8,24; -0,37; -1,45; 2716613495
8,37; -0,15; -1,58; 2716613513
8,71; 0,32; -1,68; 2716613533
9,16; 0,40; -1,65; 2716613552
9,56; 0,24; -1,88; 2716613572
10,22; 0,15; -2,95; 2716613590
12,09; -0,26; -4,79; 2716613610
13,96; -1,97; -5,66; 2716613630
12,16; -2,53; -5,45; 2716613648
9,48; -1,12; -4,50; 2716613669
7,72; -0,01; -3,24; 2716613687
6,92; 0,65; -3,09; 2716613708
6,52; 0,43; -3,50; 2716613729
6,53; -0,54; -4,58; 2716613745
7,46; -1,87; -5,03; 2716613766
8,96; -2,50; -4,91; 2716613785
10,17; -1,87; -4,41; 2716613805
10,23; -0,67; -3,42; 2716613824
9,71; 0,01; -3,21; 2716613843
9,10; -0,21; -3,77; 2716613863
8,64; -0,77; -4,28; 2716613881
8,43; -1,16; -4,45; 2716613902
8,46; -1,24; -4,42; 2716613921
8,47; -1,18; -4,20; 2716613940
8,53; -1,12; -3,92; 2716613963
8,66; -1,00; -3,66; 2716613979
8,94; -0,83; -3,60; 2716613996
9,29; -0,72; -3,83; 2716614016
9,48; -0,66; -4,05; 2716614036
9,44; -0,61; -4,17; 2716614055
9,18; -0,66; -4,08; 2716614074
8,94; -0,79; -3,97; 2716614093
8,77; -1,03; -4,02; 2716614113
8,62; -1,18; -4,00; 2716614133
8,59; -1,16; -3,89; 2716614152
8,72; -0,96; -3,91; 2716614171
8,84; -0,78; -4,05; 2716614192
8,90; -0,80; -4,11; 2716614212
8,96; -0,73; -4,34; 2716614230
9,10; -0,40; -4,38; 2716614251
9,35; -0,26; -4,49; 2716614270
9,45; -0,35; -4,59; 2716614289
8,99; -0,40; -4,32; 2716614308
8,54; -0,31; -4,05; 2716614327
8,41; -0,44; -3,91; 2716614349
8,54; -0,73; -4,06; 2716614366
8,66; -0,92; -4,26; 2716614387
8,58; -0,98; -4,19; 2716614406
8,48; -1,02; -3,95; 2716614423
8,62; -1,15; -3,83; 2716614445
8,95; -1,17; -3,89; 2716614464
9,25; -1,05; -4,00; 2716614482
9,34; -0,76; -4,15; 2716614501
9,20; -0,45; -4,20; 2716614521
8,99; -0,29; -4,22; 2716614540
8,90; -0,39; -4,30; 2716614560
8,89; -0,61; -4,33; 2716614579
8,80; -0,84; -4,32; 2716614598
8,79; -0,66; -4,21; 2716614618
9,12; -0,44; -4,25; 2716614637
9,48; -0,20; -4,32; 2716614656
9,75; -0,03; -4,17; 2716614677
9,94; -0,10; -4,02; 2716614695
9,77; -0,22; -3,56; 2716614715
9,57; -0,07; -2,73; 2716614736
9,57; 0,39; -2,50; 2716614754
9,72; 0,77; -2,29; 2716614775
9,69; 1,06; -1,85; 2716614792
9,70; 1,04; -1,68; 2716614814
9,83; 0,97; -1,50; 2716614834
10,08; 0,75; -1,48; 2716614850
10,44; 0,12; -1,03; 2716614872
10,44; -0,92; -0,47; 2716614891
10,12; -1,63; -0,32; 2716614909
9,56; -1,32; 0,15; 2716614930
9,15; -0,83; 0,47; 2716614949
9,45; -1,17; -0,14; 2716614966
10,05; -1,83; -0,67; 2716614988
10,49; -2,11; -1,05; 2716615008
10,49; -1,58; -1,35; 2716615024
10,68; -0,89; -1,59; 2716615046
10,79; -0,51; -1,57; 2716615065
10,59; -0,83; -1,33; 2716615084
10,00; -1,22; -1,16; 2716615104
9,82; -1,23; -1,08; 2716615124
9,98; -1,02; -1,12; 2716615141
9,98; -1,03; -1,14; 2716615161
9,85; -1,24; -1,18; 2716615181
9,47; -1,50; -1,03; 2716615200
9,28; -1,75; -1,43; 2716615220
8,90; -2,07; -1,59; 2716615238
8,63; -2,84; -1,97; 2716615259
8,84; -4,20; -2,70; 2716615278
9,33; -5,26; -3,51; 2716615296
9,31; -5,18; -3,73; 2716615317
8,84; -4,07; -3,40; 2716615336
8,64; -2,70; -3,00; 2716615355
9,06; -1,62; -3,15; 2716615375
9,28; -1,19; -3,25; 2716615398
9,11; -0,92; -2,84; 2716615416
8,56; -0,57; -2,42; 2716615434
8,33; -0,47; -2,30; 2716615454
8,72; -0,82; -2,09; 2716615474
9,46; -0,75; -2,27; 2716615491
10,56; -0,16; -2,30; 2716615512
11,79; 0,19; -2,40; 2716615532
12,82; 0,16; -2,20; 2716615550
13,19; -0,15; -1,83; 2716615570
12,19; -1,01; -1,41; 2716615590
10,24; -1,00; -2,44; 2716615607
8,78; -1,63; -2,77; 2716615627
8,00; -1,48; -3,31; 2716615647
8,48; -1,14; -4,82; 2716615668
8,45; -1,43; -5,25; 2716615687
6,85; -0,79; -5,13; 2716615705
5,04; -0,38; -3,45; 2716615725
4,15; -0,63; -1,58; 2716615744
7,07; -2,30; -0,97; 2716615764
13,81; -3,68; -2,19; 2716615783
18,78; -3,31; -3,30; 2716615804
17,11; -1,00; -1,86; 2716615822
15,17; 0,74; -1,21; 2716615841
13,25; 0,80; -1,05; 2716615861
11,69; -0,28; -1,05; 2716615883
9,98; -1,81; -1,01; 2716615900
8,50; -3,06; -2,49; 2716615917
7,09; -3,01; -3,44; 2716615939
5,57; -1,57; -4,51; 2716615958
2,79; -0,88; -3,08; 2716615978
0,54; -0,80; 0,19; 2716615997
-0,82; -0,27; 1,22; 2716616020
-2,10; -1,60; -2,56; 2716616034
0,41; -1,54; -2,42; 2716616056
7,50; -0,82; -1,01; 2716616073
28,52; -2,17; -4,20; 2716616092
38,96; -7,49; -8,83; 2716616111
19,80; -3,28; -3,55; 2716616131
8,97; -1,55; 0,89; 2716616150
5,64; 1,33; -0,48; 2716616171
6,74; 4,57; -0,35; 2716616191
7,71; 5,08; -3,83; 2716616210
5,85; 3,44; -3,47; 2716616228
3,75; 1,83; -1,19; 2716616247
1,52; 0,56; 0,57; 2716616268
0,01; -0,07; 0,46; 2716616287
-0,64; 0,51; -2,13; 2716616308
-0,35; -0,72; -4,77; 2716616327
8,99; -0,73; -0,86; 2716616349
34,46; -5,47; -1,52; 2716616365
33,89; -2,92; -7,37; 2716616384
