x;y;z;time
9,75; -0,80; -1,70; 2716607189
9,69; -0,89; -1,74; 2716607209
9,57; -1,06; -1,80; 2716607228
9,41; -1,29; -1,81; 2716607251
9,27; -1,51; -1,89; 2716607267
9,30; -1,61; -2,16; 2716607284
9,52; -1,61; -2,51; 2716607307
9,83; -1,63; -2,38; 2716607326
10,34; -1,61; -1,99; 2716607345
10,99; -1,75; -1,98; 2716607363
12,12; -1,67; -2,08; 2716607385
12,53; -1,16; -2,27; 2716607403
11,79; -0,56; -2,61; 2716607423
10,85; -0,13; -2,34; 2716607439
10,20; 0,12; -2,23; 2716607461
9,87; -0,27; -2,64; 2716607484
9,34; -0,95; -2,93; 2716607501
8,35; -1,49; -3,10; 2716607518
7,15; -1,49; -3,76; 2716607539
6,29; -0,61; -4,74; 2716607556
6,01; 0,01; -5,02; 2716607578
6,22; 0,08; -4,64; 2716607595
7,01; -0,34; -4,19; 2716607620
8,40; -0,32; -3,84; 2716607635
10,03; 0,25; -4,35; 2716607654
11,64; 1,13; -4,52; 2716607674
11,96; 1,70; -4,60; 2716607694
10,86; 1,29; -3,49; 2716607712
9,54; 0,27; -2,98; 2716607732
8,71; -0,78; -2,75; 2716607752
8,50; -1,45; -2,82; 2716607773
8,45; -1,70; -2,96; 2716607791
8,54; -1,61; -2,83; 2716607810
8,73; -1,40; -2,96; 2716607829
8,78; -1,07; -2,70; 2716607853
8,67; -0,77; -2,02; 2716607869
8,72; -0,52; -1,99; 2716607887
8,98; -0,53; -2,05; 2716607906
9,03; -0,55; -2,14; 2716607926
8,87; -0,39; -2,12; 2716607945
8,73; -0,04; -2,32; 2716607968
8,78; 0,24; -2,51; 2716607984
9,40; 0,16; -2,53; 2716608004
10,31; -0,02; -2,42; 2716608023
11,39; 0,00; -2,02; 2716608043
12,31; 0,12; -1,67; 2716608060
13,04; -0,55; -3,19; 2716608084
13,64; -2,46; -3,36; 2716608102
12,05; -2,88; -4,19; 2716608119
10,54; -2,30; -3,72; 2716608140
8,99; -1,43; -3,69; 2716608159
7,55; -0,69; -3,44; 2716608179
6,98; 0,08; -3,29; 2716608203
7,14; 0,26; -3,87; 2716608218
7,78; -0,30; -4,68; 2716608235
8,51; -0,70; -4,81; 2716608255
8,81; -0,95; -4,57; 2716608275
8,95; -1,12; -3,76; 2716608295
9,23; -1,46; -3,39; 2716608314
9,49; -1,75; -3,30; 2716608334
9,40; -1,91; -3,54; 2716608354
9,02; -2,19; -2,90; 2716608370
9,07; -2,14; -2,85; 2716608392
9,31; -1,51; -2,90; 2716608412
9,31; -0,94; -2,77; 2716608431
9,23; -0,53; -2,72; 2716608453
9,05; -0,42; -2,48; 2716608469
8,86; -0,55; -2,33; 2716608489
8,79; -0,70; -2,07; 2716608508
8,88; -0,66; -1,94; 2716608528
8,92; -0,43; -1,90; 2716608548
8,84; -0,12; -1,88; 2716608567
8,70; -0,06; -1,93; 2716608585
8,59; -0,25; -2,20; 2716608606
8,67; -0,82; -2,40; 2716608624
8,84; -1,43; -2,42; 2716608645
9,02; -1,51; -2,47; 2716608664
9,58; -1,41; -2,38; 2716608685
10,17; -1,49; -2,00; 2716608703
10,48; -1,96; -1,20; 2716608721
10,43; -2,51; -1,36; 2716608741
12,07; -1,47; -2,06; 2716608761
13,44; 0,63; -2,87; 2716608780
12,92; 0,62; -4,04; 2716608798
10,38; -0,77; -3,66; 2716608819
8,43; -1,72; -3,60; 2716608839
6,93; -1,27; -4,04; 2716608857
6,10; 0,10; -3,89; 2716608876
6,25; 1,08; -3,08; 2716608894
8,12; 1,45; -2,77; 2716608916
11,58; 1,49; -3,57; 2716608936
14,04; 1,03; -4,01; 2716608955
12,60; 0,46; -3,73; 2716608974
9,76; 0,49; -2,53; 2716608994
7,91; 0,41; -2,10; 2716609013
7,56; -0,02; -2,43; 2716609031
7,86; -0,49; -2,76; 2716609052
8,29; -0,80; -2,89; 2716609072
8,84; -0,85; -2,84; 2716609087
9,18; -0,81; -2,59; 2716609107
9,30; -0,63; -2,40; 2716609128
9,05; -0,63; -2,14; 2716609147
8,76; -0,77; -1,89; 2716609168
8,99; -0,69; -1,74; 2716609186
9,45; -0,48; -1,75; 2716609205
9,79; -0,30; -1,89; 2716609225
9,98; -0,05; -1,94; 2716609245
10,04; 0,19; -1,95; 2716609264
9,88; 0,43; -1,98; 2716609286
9,58; 0,60; -1,87; 2716609302
9,19; 0,76; -1,86; 2716609324
8,81; 0,77; -1,79; 2716609343
8,82; 0,44; -1,60; 2716609362
9,54; 0,12; -1,29; 2716609381
10,77; 0,02; -1,02; 2716609404
11,85; -0,21; -1,77; 2716609421
13,54; -0,99; -4,01; 2716609439
14,44; -2,80; -3,55; 2716609459
11,78; -2,67; -3,40; 2716609478
9,61; -1,39; -2,95; 2716609496
8,74; -0,95; -3,57; 2716609516
8,22; -0,77; -4,36; 2716609535
8,01; -0,68; -4,38; 2716609556
7,98; -0,41; -4,08; 2716609576
8,40; -0,08; -4,57; 2716609594
8,73; 0,12; -4,55; 2716609614
8,59; 0,15; -4,11; 2716609632
8,23; -0,35; -3,31; 2716609653
8,59; -1,44; -2,93; 2716609672
9,10; -2,29; -3,14; 2716609690
9,33; -2,62; -3,35; 2716609711
9,28; -2,26; -3,10; 2716609731
9,15; -1,39; -2,98; 2716609749
9,12; -0,62; -2,96; 2716609769
9,09; -0,03; -3,01; 2716609788
8,90; 0,24; -3,00; 2716609808
8,76; 0,24; -2,69; 2716609828
8,82; 0,07; -2,36; 2716609846
8,90; -0,13; -2,13; 2716609865
9,02; -0,26; -2,08; 2716609888
9,16; -0,30; -2,29; 2716609907
9,18; -0,32; -2,42; 2716609925
9,20; -0,31; -2,24; 2716609943
9,18; -0,46; -2,01; 2716609964
9,10; -0,69; -1,84; 2716609983
9,10; -0,85; -1,85; 2716610002
9,35; -0,91; -1,86; 2716610021
9,80; -0,93; -1,85; 2716610042
10,28; -0,88; -2,06; 2716610060
10,58; -0,81; -2,03; 2716610080
10,56; -1,06; -1,69; 2716610100
10,32; -1,36; -1,19; 2716610122
10,04; -1,84; -1,97; 2716610139
10,82; -0,85; -3,15; 2716610156
11,41; 0,93; -3,46; 2716610178
10,79; 0,83; -4,43; 2716610196
8,94; 0,09; -3,70; 2716610216
6,98; -0,55; -3,86; 2716610239
5,65; -0,43; -4,17; 2716610254
5,49; -0,15; -3,24; 2716610273
7,67; 0,80; -2,41; 2716610293
11,86; 1,37; -3,30; 2716610313
14,66; 1,09; -4,26; 2716610332
12,60; 0,62; -3,49; 2716610350
9,30; 0,52; -2,43; 2716610371
7,92; 0,47; -2,75; 2716610390
8,10; 0,12; -2,84; 2716610408
9,09; -0,23; -3,07; 2716610429
10,23; -0,50; -3,51; 2716610448
10,38; -0,63; -3,63; 2716610471
9,66; -0,75; -3,11; 2716610487
8,84; -0,74; -2,29; 2716610507
8,47; -0,77; -2,07; 2716610524
8,78; -0,71; -1,96; 2716610544
9,24; -0,72; -2,09; 2716610565
9,38; -0,80; -1,98; 2716610585
9,19; -0,80; -1,86; 2716610606
8,87; -0,91; -1,73; 2716610623
8,72; -0,64; -1,79; 2716610641
8,81; -0,07; -2,05; 2716610662
9,29; 0,24; -2,39; 2716610681
9,84; 0,07; -2,41; 2716610701
10,44; -0,26; -2,14; 2716610723
10,86; -0,51; -1,40; 2716610739
10,93; -0,30; -0,54; 2716610759
10,79; -0,02; -0,23; 2716610778
11,52; -0,37; -2,79; 2716610796
13,74; -2,80; -3,65; 2716610816
12,08; -3,87; -4,17; 2716610839
9,75; -2,43; -3,71; 2716610856
8,40; -1,26; -3,39; 2716610874
7,87; -0,89; -3,43; 2716610894
7,35; -0,59; -3,21; 2716610912
7,52; -0,10; -3,62; 2716610932
8,13; -0,21; -4,71; 2716610954
8,67; -0,59; -5,02; 2716610970
9,04; -0,80; -4,61; 2716610989
9,22; -1,09; -3,69; 2716611008
9,40; -1,34; -3,18; 2716611029
9,31; -1,60; -3,07; 2716611049
9,02; -1,85; -2,93; 2716611067
9,11; -1,87; -2,78; 2716611091
9,43; -1,66; -2,80; 2716611106
9,73; -1,12; -2,82; 2716611126
9,58; -0,71; -2,97; 2716611147
9,16; -0,61; -2,86; 2716611165
8,72; -0,62; -2,72; 2716611185
8,45; -0,72; -2,53; 2716611208
8,55; -0,72; -2,24; 2716611225
8,75; -0,68; -2,01; 2716611245
8,91; -0,63; -1,91; 2716611263
8,97; -0,64; -1,88; 2716611283
9,07; -0,62; -1,92; 2716611301
9,24; -0,60; -2,02; 2716611324
9,35; -0,95; -2,31; 2716611341
9,28; -1,50; -2,57; 2716611359
9,02; -1,75; -2,50; 2716611380
9,14; -1,75; -2,25; 2716611400
9,89; -1,58; -2,05; 2716611418
10,73; -1,30; -1,79; 2716611438
11,33; -1,33; -1,64; 2716611457
11,42; -1,96; -1,14; 2716611476
10,86; -2,75; -1,51; 2716611495
11,14; -1,62; -2,29; 2716611516
11,17; 0,37; -2,64; 2716611535
11,16; 1,00; -4,35; 2716611558
10,51; 0,92; -4,65; 2716611575
9,15; 0,57; -4,21; 2716611593
7,63; -0,04; -4,38; 2716611612
6,23; -0,41; -4,25; 2716611632
5,59; -0,38; -3,46; 2716611651
6,77; 0,20; -2,69; 2716611670
9,67; 0,95; -3,01; 2716611690
12,73; 1,31; -4,15; 2716611711
13,52; 0,82; -4,15; 2716611727
11,16; 0,35; -2,92; 2716611748
8,85; 0,12; -2,56; 2716611767
7,92; -0,11; -2,68; 2716611788
7,93; -0,32; -2,78; 2716611809
8,12; -0,49; -3,16; 2716611825
8,30; -0,48; -3,41; 2716611845
8,35; -0,67; -3,48; 2716611865
8,74; -0,92; -3,34; 2716611884
9,06; -1,03; -2,92; 2716611902
9,22; -0,96; -2,56; 2716611925
9,30; -0,83; -2,29; 2716611942
9,50; -0,67; -2,18; 2716611961
9,80; -0,53; -2,23; 2716611981
9,96; -0,32; -2,32; 2716612001
9,86; -0,04; -2,33; 2716612020
9,52; 0,26; -2,36; 2716612042
8,95; 0,37; -2,17; 2716612059
8,51; 0,26; -2,38; 2716612076
8,33; -0,14; -2,41; 2716612099
8,76; -0,41; -1,93; 2716612116
9,67; -0,24; -1,06; 2716612134
10,54; 0,09; -0,47; 2716612156
10,92; 0,53; -0,21; 2716612176
11,11; 0,83; -2,78; 2716612195
14,56; -1,95; -3,89; 2716612214
13,26; -3,84; -5,18; 2716612233
10,42; -3,41; -5,68; 2716612253
9,43; -2,88; -5,72; 2716612270
8,13; -2,88; -5,76; 2716612291
6,62; -1,86; -4,41; 2716612311
5,99; -0,35; -3,79; 2716612329
6,63; 0,81; -3,80; 2716612349
7,55; 1,34; -4,09; 2716612369
8,59; 0,81; -4,12; 2716612388
9,19; -0,39; -3,78; 2716612405
9,48; -1,63; -3,17; 2716612428
9,94; -1,89; -3,44; 2716612446
10,01; -1,62; -3,18; 2716612465
9,92; -1,10; -3,13; 2716612491
9,60; -0,69; -3,08; 2716612503
9,25; -0,64; -3,02; 2716612524
9,18; -0,58; -3,05; 2716612544
9,25; -0,47; -3,08; 2716612562
9,22; -0,46; -2,73; 2716612582
9,26; -0,43; -2,32; 2716612602
9,61; -0,40; -2,25; 2716612621
10,03; -0,48; -2,56; 2716612643
10,32; -0,49; -2,86; 2716612660
10,33; -0,47; -2,92; 2716612678
9,98; -0,32; -2,86; 2716612699
9,25; -0,15; -2,57; 2716612716
8,68; -0,10; -2,20; 2716612738
8,56; -0,25; -2,25; 2716612760
8,80; -0,43; -2,52; 2716612777
9,15; -0,50; -2,72; 2716612795
9,04; -0,35; -2,52; 2716612815
8,91; -0,10; -2,30; 2716612835
9,10; -0,32; -2,06; 2716612854
9,34; -0,96; -1,84; 2716612877
9,51; -1,39; -1,60; 2716612894
9,82; -1,39; -1,75; 2716612913
10,07; -0,99; -2,08; 2716612931
9,91; -0,91; -2,25; 2716612951
9,55; -0,82; -2,54; 2716612970
9,78; -0,42; -3,21; 2716612989
9,98; 0,79; -3,75; 2716613009
10,03; 1,53; -4,40; 2716613028
9,84; 1,41; -4,40; 2716613046
9,44; 0,75; -4,10; 2716613068
8,81; -0,09; -4,07; 2716613087
8,36; -0,81; -4,20; 2716613106
8,33; -1,10; -4,30; 2716613124
8,75; -1,17; -4,35; 2716613145
9,43; -1,05; -4,73; 2716613163
9,75; -0,63; -5,21; 2716613184
9,54; 0,04; -5,06; 2716613204
9,06; 0,29; -4,27; 2716613222
8,63; 0,30; -3,54; 2716613242
8,62; 0,36; -3,39; 2716613261
8,91; 0,25; -3,74; 2716613280
9,03; -0,04; -4,01; 2716613301
8,99; -0,10; -4,12; 2716613320
8,91; -0,02; -4,25; 2716613339
8,86; 0,03; -4,21; 2716613358
8,90; -0,00; -4,08; 2716613377
8,91; -0,14; -4,02; 2716613396
8,79; -0,34; -4,02; 2716613417
8,65; -0,51; -4,10; 2716613436
8,75; -0,51; -4,09; 2716613455
9,00; -0,38; -3,93; 2716613478
9,26; -0,28; -3,69; 2716613495
9,43; -0,26; -3,50; 2716613513
9,46; -0,41; -3,43; 2716613533
9,36; -0,59; -3,48; 2716613552
9,22; -0,69; -3,58; 2716613572
9,11; -0,64; -3,55; 2716613590
9,06; -0,49; -3,43; 2716613610
9,07; -0,32; -3,35; 2716613630
9,05; -0,16; -3,37; 2716613648
9,03; -0,11; -3,41; 2716613669
9,05; -0,17; -3,38; 2716613687
9,04; -0,27; -3,31; 2716613708
9,04; -0,42; -3,24; 2716613729
9,11; -0,53; -3,21; 2716613745
9,24; -0,56; -3,29; 2716613766
9,41; -0,60; -3,38; 2716613785
9,47; -0,68; -3,41; 2716613805
9,42; -0,72; -3,46; 2716613824
9,32; -0,62; -3,49; 2716613843
9,22; -0,47; -3,52; 2716613863
9,21; -0,37; -3,51; 2716613881
9,26; -0,30; -3,49; 2716613902
9,32; -0,31; -3,49; 2716613921
9,33; -0,39; -3,56; 2716613940
9,18; -0,49; -3,53; 2716613963
9,00; -0,57; -3,46; 2716613979
8,91; -0,60; -3,45; 2716613996
8,89; -0,57; -3,44; 2716614016
8,95; -0,45; -3,45; 2716614036
9,19; -0,18; -3,63; 2716614055
9,52; 0,13; -3,92; 2716614074
9,61; 0,36; -4,28; 2716614093
8,98; 0,25; -4,55; 2716614113
8,06; -0,07; -4,19; 2716614133
7,30; -0,38; -3,77; 2716614152
7,11; 0,08; -3,26; 2716614171
7,44; 1,08; -2,90; 2716614192
8,27; 1,96; -3,38; 2716614212
9,06; 2,36; -3,69; 2716614230
9,50; 2,42; -3,87; 2716614251
9,62; 2,56; -4,03; 2716614270
9,82; 2,63; -4,03; 2716614289
10,20; 2,15; -4,40; 2716614308
10,09; 1,30; -4,72; 2716614327
9,28; 0,24; -3,77; 2716614349
8,51; -0,69; -3,06; 2716614366
7,89; -1,19; -2,83; 2716614387
7,43; -1,24; -3,44; 2716614406
8,88; -0,73; -2,98; 2716614423
13,05; 1,07; -3,32; 2716614445
15,13; 1,52; -3,09; 2716614464
12,89; -0,18; -2,69; 2716614482
11,34; -0,48; -1,13; 2716614501
10,08; 1,03; 1,56; 2716614521
10,03; 1,68; 1,47; 2716614540
9,71; 1,24; 1,31; 2716614560
10,67; 0,02; 0,34; 2716614579
12,36; -0,36; -0,69; 2716614598
12,08; 0,04; -0,73; 2716614618
10,08; 0,59; 0,21; 2716614637
8,46; 0,61; 1,26; 2716614656
8,13; -0,32; 1,41; 2716614677
8,65; -1,08; 1,09; 2716614695
9,23; -1,63; 0,86; 2716614715
9,75; -2,09; 0,63; 2716614736
10,02; -2,59; 0,22; 2716614754
10,32; -2,89; -0,43; 2716614775
10,74; -2,31; -1,27; 2716614792
10,84; -1,77; -1,51; 2716614814
11,27; -1,34; -2,14; 2716614834
11,71; -1,34; -2,38; 2716614850
11,37; -1,74; -1,80; 2716614872
9,98; -2,78; -1,63; 2716614891
8,67; -3,63; -1,18; 2716614909
8,15; -3,26; -0,47; 2716614930
8,63; -2,17; -0,77; 2716614949
8,96; -0,04; -3,12; 2716614966
9,03; 2,36; -2,27; 2716614988
8,59; 2,13; -1,72; 2716615008
8,07; -1,12; -2,48; 2716615024
8,01; -2,11; -2,07; 2716615046
8,72; -0,45; -1,92; 2716615065
11,27; 1,04; -1,78; 2716615084
13,84; 1,55; -2,15; 2716615104
14,26; 1,56; -2,00; 2716615124
11,63; 0,68; -1,00; 2716615141
8,92; -0,80; -0,30; 2716615161
7,75; -2,18; -0,26; 2716615181
7,11; -3,28; -0,27; 2716615200
6,93; -3,10; -0,75; 2716615220
7,50; -1,94; -1,47; 2716615238
8,47; -1,20; -1,79; 2716615259
9,25; -1,83; -1,99; 2716615278
9,97; -2,93; -1,97; 2716615296
10,26; -2,55; -2,50; 2716615317
11,11; -0,65; -1,89; 2716615336
12,61; 0,53; -1,97; 2716615355
12,44; -0,47; -2,29; 2716615375
10,90; -1,29; -2,61; 2716615398
9,17; 0,59; -5,57; 2716615416
7,57; 0,58; -4,74; 2716615434
6,06; -2,01; -1,99; 2716615454
6,38; -2,33; -2,86; 2716615474
8,16; -2,27; -3,28; 2716615491
10,70; -2,10; -3,66; 2716615512
13,44; -0,84; -4,31; 2716615532
13,85; -0,58; -3,74; 2716615550
12,04; -0,50; -3,07; 2716615570
10,60; 0,44; -3,15; 2716615590
10,48; 1,04; -2,88; 2716615607
10,25; -0,46; -2,09; 2716615627
9,61; -1,75; -2,02; 2716615647
9,18; -2,71; -3,94; 2716615668
8,03; -2,77; -4,48; 2716615687
5,40; -2,64; -2,16; 2716615705
3,29; -1,91; -1,50; 2716615725
2,45; -0,17; -2,06; 2716615744
2,49; 1,18; -2,82; 2716615764
6,15; 2,58; -2,28; 2716615783
16,18; 2,20; -3,84; 2716615804
21,74; -0,29; -7,09; 2716615822
13,36; -1,69; -3,43; 2716615841
7,98; -2,09; -2,94; 2716615861
7,87; -1,35; -2,06; 2716615883
9,16; -0,20; -2,50; 2716615900
8,73; -0,02; -4,30; 2716615917
7,33; -2,07; -1,43; 2716615939
6,67; -1,02; -1,33; 2716615958
6,39; -0,09; -0,52; 2716615978
8,66; 0,76; -3,19; 2716615997
13,00; 1,82; -8,41; 2716616020
12,66; -1,11; -4,45; 2716616034
12,12; 0,99; -2,86; 2716616056
11,99; 0,38; -2,04; 2716616073
11,52; 0,21; -0,64; 2716616092
12,04; 0,06; -1,34; 2716616111
11,65; -0,63; -1,68; 2716616131
9,57; -2,16; -3,64; 2716616150
6,40; -1,94; -5,07; 2716616171
3,06; -1,58; -1,30; 2716616191
2,01; -1,73; -0,98; 2716616210
2,53; -3,08; -2,10; 2716616228
7,15; -0,51; -4,26; 2716616247
16,13; 2,50; -5,64; 2716616268
20,49; 0,79; -7,26; 2716616287
14,26; -0,64; -3,20; 2716616308
8,85; -0,12; -1,62; 2716616327
9,18; 0,60; -0,90; 2716616349
10,92; 0,43; -1,11; 2716616365
9,51; 0,85; -0,99; 2716616384
