x;y;z;time
10,55; -3,18; 1,20; 745406123
10,15; -3,66; 1,60; 745406149
10,00; -3,47; 1,93; 745406161
10,43; -3,08; 1,81; 745406191
10,46; -2,95; 1,54; 745406202
10,13; -2,94; 0,95; 745406231
9,95; -2,94; 1,05; 745406240
9,68; -2,86; 1,33; 745406264
9,59; -2,81; 1,24; 745406282
9,62; -2,70; 1,20; 745406305
9,81; -2,74; 1,10; 745406322
9,93; -2,97; 0,83; 745406350
10,05; -3,22; 0,77; 745406361
10,06; -3,35; 0,73; 745406389
9,92; -3,36; 0,73; 745406403
10,02; -3,62; 0,88; 745406431
10,50; -4,02; 0,95; 745406441
11,18; -4,94; 1,06; 745406465
11,51; -5,64; 1,13; 745406481
11,64; -6,74; 1,23; 745406505
10,93; -6,51; 1,63; 745406522
9,72; -5,75; 1,62; 745406548
9,26; -5,30; 1,31; 745406560
7,97; -4,56; 0,17; 745406589
7,73; -4,60; -0,18; 745406602
7,79; -4,83; -0,22; 745406632
7,76; -4,67; -0,01; 745406642
7,54; -4,27; 0,23; 745406664
7,36; -3,81; 0,31; 745406681
7,13; -3,68; 0,00; 745406705
6,99; -3,93; -0,20; 745406722
7,19; -4,54; 0,18; 745406750
7,31; -4,78; 0,59; 745406762
7,54; -4,94; 1,19; 745406789
7,67; -4,93; 1,30; 745406802
8,05; -4,75; 1,27; 745406832
8,16; -4,61; 1,17; 745406842
8,25; -4,38; 0,87; 745406864
8,22; -4,32; 0,78; 745406882
8,01; -4,37; 1,02; 745406906
7,93; -4,46; 1,35; 745406923
8,50; -4,53; 1,23; 745406949
8,75; -4,52; 0,97; 745406961
9,19; -4,60; 0,46; 745406988
9,28; -4,59; 0,38; 745407001
9,55; -4,77; 0,72; 745407031
9,79; -4,98; 1,00; 745407042
10,38; -5,38; 1,65; 745407065
10,72; -5,44; 2,05; 745407081
11,10; -5,22; 2,29; 745407107
12,08; -5,58; 2,24; 745407125
13,83; -6,00; 2,27; 745407149
14,04; -5,28; 2,11; 745407161
13,60; -4,02; 1,04; 745407189
13,29; -3,51; 1,02; 745407200
13,14; -3,00; 1,37; 745407230
12,81; -2,63; 1,46; 745407242
11,96; -1,67; 1,81; 745407263
11,30; -0,98; 2,26; 745407280
10,56; -0,57; 2,35; 745407305
10,43; -0,71; 2,05; 745407320
10,91; -1,48; 0,68; 745407349
10,95; -1,93; 0,17; 745407362
10,94; -2,51; 0,19; 745407389
11,07; -2,58; 0,45; 745407401
11,44; -2,75; 1,16; 745407432
11,48; -2,85; 1,32; 745407442
11,58; -3,09; 1,40; 745407464
11,42; -3,16; 1,12; 745407482
11,11; -3,15; 1,09; 745407507
11,11; -3,10; 1,22; 745407521
11,06; -3,42; 0,98; 745407549
11,13; -3,73; 0,75; 745407561
11,00; -4,04; 0,37; 745407589
10,84; -4,12; 0,37; 745407602
10,21; -4,01; 0,35; 745407632
9,94; -3,97; 0,23; 745407642
8,80; -4,04; -0,23; 745407664
8,18; -4,30; -0,41; 745407681
8,90; -5,88; -0,62; 745407704
10,19; -7,50; -0,45; 745407724
10,66; -7,76; 0,42; 745407748
10,11; -7,55; 0,50; 745407762
8,40; -6,00; 0,90; 745407790
8,06; -5,15; 0,88; 745407802
7,87; -4,27; -0,42; 745407832
7,45; -3,98; -0,87; 745407843
6,06; -3,86; -1,00; 745407866
5,38; -4,28; -0,60; 745407882
5,51; -4,78; 0,46; 745407905
6,28; -4,90; 0,93; 745407922
7,77; -4,83; 0,62; 745407948
8,15; -4,91; 0,17; 745407963
8,09; -5,33; 0,06; 745407989
8,11; -5,52; 0,34; 745408000
8,79; -5,84; 1,23; 745408032
9,11; -5,74; 1,36; 745408042
9,23; -5,24; 1,11; 745408064
8,84; -4,86; 0,80; 745408082
8,82; -4,59; 0,75; 745408106
9,13; -4,66; 0,79; 745408122
9,92; -4,65; 1,04; 745408151
9,97; -4,52; 1,15; 745408162
9,38; -4,31; 1,11; 745408190
9,29; -4,35; 0,97; 745408203
9,95; -4,35; 0,74; 745408232
10,10; -4,30; 0,63; 745408242
9,93; -3,92; 0,80; 745408263
10,09; -3,83; 1,10; 745408281
11,53; -4,40; 1,24; 745408305
12,69; -4,95; 1,05; 745408322
13,47; -5,37; 0,29; 745408349
12,74; -4,88; 0,27; 745408361
11,28; -3,59; 1,29; 745408391
11,31; -3,07; 1,84; 745408402
11,13; -2,26; 2,29; 745408430
10,83; -2,05; 2,25; 745408442
10,70; -1,84; 1,73; 745408463
10,74; -1,78; 1,09; 745408483
10,26; -1,82; 0,47; 745408506
10,36; -2,04; 0,49; 745408522
11,47; -2,52; 0,98; 745408549
11,80; -2,70; 0,81; 745408562
11,37; -3,05; 0,44; 745408590
10,94; -3,22; 0,63; 745408603
10,22; -3,72; 1,44; 745408631
10,02; -3,90; 1,71; 745408643
9,37; -4,26; 1,85; 745408663
9,05; -4,35; 1,50; 745408685
8,95; -4,69; 0,45; 745408707
8,69; -4,70; 0,21; 745408722
7,98; -4,74; 0,24; 745408750
7,67; -4,75; 0,39; 745408762
7,33; -4,93; 0,98; 745408790
7,41; -4,95; 1,03; 745408801
8,22; -5,35; 0,37; 745408833
8,73; -5,94; 0,23; 745408843
9,82; -6,48; 0,29; 745408863
11,05; -7,38; -0,34; 745408882
10,84; -7,39; -0,91; 745408905
9,55; -6,92; -1,07; 745408923
7,39; -5,69; -0,51; 745408950
6,84; -4,95; -0,17; 745408961
6,97; -4,07; -0,25; 745408989
7,24; -3,90; -0,57; 745409002
7,62; -3,53; -1,04; 745409032
7,85; -3,41; -0,87; 745409044
8,89; -3,51; 0,05; 745409064
9,80; -3,73; 0,93; 745409081
10,55; -3,85; 2,01; 745409106
10,74; -3,79; 2,23; 745409122
10,40; -3,25; 1,84; 745409149
10,22; -2,96; 1,79; 745409162
9,61; -2,51; 2,32; 745409189
9,27; -2,48; 3,08; 745409201
8,71; -2,38; 4,55; 745409230
8,92; -2,52; 4,80; 745409244
9,17; -2,66; 4,24; 745409266
8,90; -2,30; 4,45; 745409282
8,88; -2,78; 5,38; 745409306
8,37; -3,23; 6,42; 745409322
9,24; -2,71; 7,59; 745409350
9,49; -2,44; 7,14; 745409361
8,33; -2,27; 5,59; 745409403
7,41; -1,66; 6,01; 745409405
7,68; -2,87; 6,46; 745409431
6,81; -2,47; 6,67; 745409443
4,15; -0,84; 7,08; 745409464
5,56; -1,82; 6,46; 745409481
6,13; -2,55; 6,85; 745409505
5,59; -2,87; 8,06; 745409521
4,54; -1,82; 9,88; 745409549
4,35; -1,83; 10,13; 745409561
4,38; -1,73; 8,70; 745409589
4,11; -1,70; 7,98; 745409601
3,44; -1,47; 7,47; 745409631
3,31; -1,19; 7,78; 745409644
3,00; -0,88; 8,15; 745409665
3,04; -1,01; 7,79; 745409682
3,52; -1,63; 8,63; 745409706
3,72; -1,86; 9,30; 745409720
3,83; -1,81; 9,41; 745409748
3,54; -1,66; 9,26; 745409761
3,17; -1,32; 8,55; 745409789
3,31; -1,18; 8,28; 745409804
3,93; -1,22; 8,42; 745409832
4,07; -1,38; 8,60; 745409845
3,55; -0,96; 8,64; 745409863
3,32; -0,93; 8,37; 745409881
3,63; -1,02; 8,54; 745409906
3,56; -0,77; 8,86; 745409921
4,12; -1,05; 8,92; 745409948
4,26; -0,96; 9,12; 745409962
4,16; -1,10; 9,94; 745409988
4,02; -1,09; 10,23; 745410001
3,57; -1,08; 9,68; 745410030
3,09; -0,83; 9,58; 745410041
